0x00400000  lw $4, 0($29): 7fffef48
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x0040008c  add $2, $8, $0
0x00400090  jr $31
0x00400144  addu $15, $0, $2
0x00400148  addu $4, $0, $16
0x0040014c  addu $5, $0, $7
0x00400150  jal 0x00400078
0x00400078  add $8, $0, $0
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x0040008c  add $2, $8, $0
0x00400090  jr $31
0x00400154  addu $4, $0, $2
0x00400158  ori $5, $0, 4
0x0040015c  jal 0x00400078
0x00400078  add $8, $0, $0
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x0040008c  add $2, $8, $0
0x00400090  jr $31
0x00400160  addu $13, $0, $2
0x00400164  addu $4, $0, $17
0x00400168  ori $5, $0, 4
0x0040016c  jal 0x00400078
0x00400078  add $8, $0, $0
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x0040008c  add $2, $8, $0
0x00400090  jr $31
0x00400170  add $13, $13, $2
0x00400174  add $13, $13, $6
0x00400178  lw $14, 0($13): 1001012c
0x0040017c  add $14, $14, $15
0x00400180  sw $14, 0($13): 1001012c
0x00400184  lw $4, 4($29): 7fffef30
0x00400188  lw $5, 8($29): 7fffef34
0x0040018c  addi $18, $18, 1
0x00400190  j 0x004000c4
0x004000c4  beq $18, $7, 208
0x004000c8  addu $4, $0, $16
0x004000cc  addu $5, $0, $7
0x004000d0  jal 0x00400078
0x00400078  add $8, $0, $0
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x0040008c  add $2, $8, $0
0x00400090  jr $31
0x004000d4  addu $4, $0, $2
0x004000d8  ori $5, $0, 4
0x004000dc  jal 0x00400078
0x00400078  add $8, $0, $0
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x0040008c  add $2, $8, $0
0x00400090  jr $31
0x004000e0  addu $11, $0, $2
0x004000e4  addu $4, $0, $18
0x004000e8  ori $5, $0, 4
0x004000ec  jal 0x00400078
0x00400078  add $8, $0, $0
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x0040008c  add $2, $8, $0
0x00400090  jr $31
0x004000f0  add $11, $11, $2
0x004000f4  lw $4, 4($29): 7fffef30
0x004000f8  add $11, $11, $4
0x004000fc  lw $11, 0($11): 1001006c
0x00400100  addu $4, $0, $18
0x00400104  addu $5, $0, $7
0x00400108  jal 0x00400078
0x00400078  add $8, $0, $0
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x0040008c  add $2, $8, $0
0x00400090  jr $31
0x0040010c  addu $4, $0, $2
0x00400110  ori $5, $0, 4
0x00400114  jal 0x00400078
0x00400078  add $8, $0, $0
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x0040008c  add $2, $8, $0
0x00400090  jr $31
0x00400118  addu $12, $0, $2
0x0040011c  addu $4, $0, $17
0x00400120  ori $5, $0, 4
0x00400124  jal 0x00400078
0x00400078  add $8, $0, $0
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x0040008c  add $2, $8, $0
0x00400090  jr $31
0x00400128  add $12, $12, $2
0x0040012c  lw $5, 8($29): 7fffef34
0x00400130  add $12, $12, $5
0x00400134  lw $12, 0($12): 100100f0
0x00400138  addu $4, $0, $11
0x0040013c  addu $5, $0, $12
0x00400140  jal 0x00400078
0x00400078  add $8, $0, $0
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x0040008c  add $2, $8, $0
0x00400090  jr $31
0x00400144  addu $15, $0, $2
0x00400148  addu $4, $0, $16
0x0040014c  addu $5, $0, $7
0x00400150  jal 0x00400078
0x00400078  add $8, $0, $0
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x0040008c  add $2, $8, $0
0x00400090  jr $31
0x00400154  addu $4, $0, $2
0x00400158  ori $5, $0, 4
0x0040015c  jal 0x00400078
0x00400078  add $8, $0, $0
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x0040008c  add $2, $8, $0
0x00400090  jr $31
0x00400160  addu $13, $0, $2
0x00400164  addu $4, $0, $17
0x00400168  ori $5, $0, 4
0x0040016c  jal 0x00400078
0x00400078  add $8, $0, $0
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x0040008c  add $2, $8, $0
0x00400090  jr $31
0x00400170  add $13, $13, $2
0x00400174  add $13, $13, $6
0x00400178  lw $14, 0($13): 1001012c
0x0040017c  add $14, $14, $15
0x00400180  sw $14, 0($13): 1001012c
0x00400184  lw $4, 4($29): 7fffef30
0x00400188  lw $5, 8($29): 7fffef34
0x0040018c  addi $18, $18, 1
0x00400190  j 0x004000c4
0x004000c4  beq $18, $7, 208
0x004000c8  addu $4, $0, $16
0x004000cc  addu $5, $0, $7
0x004000d0  jal 0x00400078
0x00400078  add $8, $0, $0
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x0040008c  add $2, $8, $0
0x00400090  jr $31
0x004000d4  addu $4, $0, $2
0x004000d8  ori $5, $0, 4
0x004000dc  jal 0x00400078
0x00400078  add $8, $0, $0
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x0040008c  add $2, $8, $0
0x00400090  jr $31
0x004000e0  addu $11, $0, $2
0x004000e4  addu $4, $0, $18
0x004000e8  ori $5, $0, 4
0x004000ec  jal 0x00400078
0x00400078  add $8, $0, $0
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x0040008c  add $2, $8, $0
0x00400090  jr $31
0x004000f0  add $11, $11, $2
0x004000f4  lw $4, 4($29): 7fffef30
0x004000f8  add $11, $11, $4
0x004000fc  lw $11, 0($11): 10010070
0x00400100  addu $4, $0, $18
0x00400104  addu $5, $0, $7
0x00400108  jal 0x00400078
0x00400078  add $8, $0, $0
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x0040008c  add $2, $8, $0
0x00400090  jr $31
0x0040010c  addu $4, $0, $2
0x00400110  ori $5, $0, 4
0x00400114  jal 0x00400078
0x00400078  add $8, $0, $0
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x0040008c  add $2, $8, $0
0x00400090  jr $31
0x00400118  addu $12, $0, $2
0x0040011c  addu $4, $0, $17
0x00400120  ori $5, $0, 4
0x00400124  jal 0x00400078
0x00400078  add $8, $0, $0
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x0040008c  add $2, $8, $0
0x00400090  jr $31
0x00400128  add $12, $12, $2
0x0040012c  lw $5, 8($29): 7fffef34
0x00400130  add $12, $12, $5
0x00400134  lw $12, 0($12): 10010104
0x00400138  addu $4, $0, $11
0x0040013c  addu $5, $0, $12
0x00400140  jal 0x00400078
0x00400078  add $8, $0, $0
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x0040008c  add $2, $8, $0
0x00400090  jr $31
0x00400144  addu $15, $0, $2
0x00400148  addu $4, $0, $16
0x0040014c  addu $5, $0, $7
0x00400150  jal 0x00400078
0x00400078  add $8, $0, $0
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x0040008c  add $2, $8, $0
0x00400090  jr $31
0x00400154  addu $4, $0, $2
0x00400158  ori $5, $0, 4
0x0040015c  jal 0x00400078
0x00400078  add $8, $0, $0
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x0040008c  add $2, $8, $0
0x00400090  jr $31
0x00400160  addu $13, $0, $2
0x00400164  addu $4, $0, $17
0x00400168  ori $5, $0, 4
0x0040016c  jal 0x00400078
0x00400078  add $8, $0, $0
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x0040008c  add $2, $8, $0
0x00400090  jr $31
0x00400170  add $13, $13, $2
0x00400174  add $13, $13, $6
0x00400178  lw $14, 0($13): 1001012c
0x0040017c  add $14, $14, $15
0x00400180  sw $14, 0($13): 1001012c
0x00400184  lw $4, 4($29): 7fffef30
0x00400188  lw $5, 8($29): 7fffef34
0x0040018c  addi $18, $18, 1
0x00400190  j 0x004000c4
0x004000c4  beq $18, $7, 208
0x004000c8  addu $4, $0, $16
0x004000cc  addu $5, $0, $7
0x004000d0  jal 0x00400078
0x00400078  add $8, $0, $0
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x0040008c  add $2, $8, $0
0x00400090  jr $31
0x004000d4  addu $4, $0, $2
0x004000d8  ori $5, $0, 4
0x004000dc  jal 0x00400078
0x00400078  add $8, $0, $0
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x0040008c  add $2, $8, $0
0x00400090  jr $31
0x004000e0  addu $11, $0, $2
0x004000e4  addu $4, $0, $18
0x004000e8  ori $5, $0, 4
0x004000ec  jal 0x00400078
0x00400078  add $8, $0, $0
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x0040008c  add $2, $8, $0
0x00400090  jr $31
0x004000f0  add $11, $11, $2
0x004000f4  lw $4, 4($29): 7fffef30
0x004000f8  add $11, $11, $4
0x004000fc  lw $11, 0($11): 10010074
0x00400100  addu $4, $0, $18
0x00400104  addu $5, $0, $7
0x00400108  jal 0x00400078
0x00400078  add $8, $0, $0
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
0x0040007c  beq $5, $0, 16
0x0040008c  add $2, $8, $0
0x00400090  jr $31
0x0040010c  addu $4, $0, $2
0x00400110  ori $5, $0, 4
0x00400114  jal 0x00400078
0x00400078  add $8, $0, $0
0x0040007c  beq $5, $0, 16
0x00400080  add $8, $8, $4
0x00400084  addi $5, $5, -1
0x00400088  j 0x0040007c
